+-------+--------+--------------------------------------------------------------------------------------------+--------+--------+---------+--------+--------+
| COUNT | METHOD |                                            URI                                             |  MIN   |  MAX   |   SUM   |  AVG   |  P99   |
| 1     | GET    | /api/user/tomoya100/icon                                                                   | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 2     | GET    | /api/livestream/7511/reaction                                                              | 0.008  | 0.008  | 0.008   | 0.004  | 0.008  |
| 2     | GET    | /api/livestream/7508/reaction                                                              | 0.008  | 0.008  | 0.008   | 0.004  | 0.008  |
| 1     | GET    | /api/user/eshimizu0/icon                                                                   | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/user/esasaki0/icon                                                                    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/livestream/7522/reaction?limit=10                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/ryohei610/icon                                                                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/murakamihiroshi0/icon                                                            | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/ryohei850/icon                                                                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7541/reaction?limit=10                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7509/report                                                                | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/kenichi040/icon                                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/yamaguchijun0/icon                                                               | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/etakahashi1/icon                                                                 | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7544/reaction?limit=10                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/ryosukeito0/icon                                                                 | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7540/report                                                                | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/eyoshida0/icon                                                                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/bsasaki0/icon                                                                    | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 2     | GET    | /api/livestream/7504/reaction                                                              | 0.004  | 0.004  | 0.004   | 0.002  | 0.004  |
| 1     | GET    | /api/livestream/7522/livecomment?limit=10                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7524/livecomment?limit=10                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/vkato0/icon                                                                      | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/zsasaki0/icon                                                                    | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7524/reaction?limit=10                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/yuisasaki0/icon                                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7525/livecomment?limit=10                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7525/reaction?limit=10                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7540/livecomment?limit=10                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7532/reaction?limit=10                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/ikedayoko0/icon                                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7528/livecomment?limit=10                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/yamadakaori1/icon                                                                | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/jokamoto1/icon                                                                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/taro500/icon                                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/yuta030/icon                                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/hiroshitakahashi0/icon                                                           | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/yoko460/icon                                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/ptanaka0/icon                                                                    | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/maedataro0/icon                                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/uhasegawa0/icon                                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/haruka730/icon                                                                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/bmatsumoto0/icon                                                                 | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7528/reaction?limit=10                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/suzukichiyo0/icon                                                                | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/yamadayoko0/icon                                                                 | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/shimizukumiko0/icon                                                              | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/ryoheiyamada0/icon                                                               | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/morijun1/icon                                                                    | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/ogawarika0/icon                                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/inakamura0/icon                                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7530/reaction?limit=10                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/suzukinaoki0/icon                                                                | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/mkondo1/icon                                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/katoshota0/icon                                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/tomoya400/icon                                                                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/manabu450/icon                                                                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/reinakamura0/icon                                                                | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/kana990/icon                                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/manabusakamoto0/icon                                                             | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/jyamada0/icon                                                                    | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/hidekimurakami0/icon                                                             | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/nanamikondo0/icon                                                                | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/ymori1/icon                                                                      | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/osamu920/icon                                                                    | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/hashimotoasuka0/icon                                                             | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/momokofujiwara0/icon                                                             | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/satoakemi0/icon                                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/yosukeishikawa0/icon                                                             | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7539/livecomment?limit=10                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/taro210/icon                                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/satoyoichi0/icon                                                                 | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/rika500/icon                                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/taro150/icon                                                                     | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/kobayashiminoru0/icon                                                            | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7535/livecomment?limit=10                                                  | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/kenichiwatanabe0/icon                                                            | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/test/theme                                                                       | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/ryosukesakamoto0/icon                                                            | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/yutaota0/icon                                                                    | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/user/test                                                                             | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/livestream/7535/reaction?limit=10                                                     | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/livestream/7531/reaction?limit=10                                                     | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/user/minoru370/icon                                                                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/user/naokosakamoto0/icon                                                              | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/user/harukawatanabe0/icon                                                             | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/livestream/7532/livecomment?limit=10                                                  | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/livestream/7540/reaction?limit=10                                                     | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/user/suzukisatomi0/icon                                                               | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/livestream/7525/report                                                                | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
+-------+--------+--------------------------------------------------------------------------------------------+--------+--------+---------+--------+--------+
